Date, Instance, Algorithm, RandSeed, Duration, IterCount, GenerationCount, Optima, Solution
2014-11-08 Sat 18:26:38, DSJC250.5.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442292, 105.828, 20146544, 0, 0, (28)1 5 14 7 1 21 2 24 11 8 12 17 14 23 22 9 26 27 14 22 24 15 19 3 17 13 17 15 1 10 7 6 10 6 22 7 26 5 26 5 16 19 19 3 22 27 14 7 2 15 21 21 20 23 6 1 5 15 21 15 6 22 16 0 5 19 27 21 17 17 10 17 3 22 8 10 2 2 1 20 11 9 10 7 15 23 2 22 14 2 7 4 4 27 10 26 20 7 16 20 26 2 17 18 20 16 5 15 15 22 11 19 20 8 9 26 23 9 11 7 8 24 22 14 9 4 25 20 6 5 19 12 8 24 19 27 15 18 27 10 24 20 13 16 21 18 13 1 26 8 6 14 8 10 22 12 13 9 12 6 7 24 1 7 12 20 11 4 7 24 27 25 19 2 3 0 22 0 13 4 11 13 11 18 4 25 9 18 26 3 16 19 13 16 10 23 9 16 10 23 24 8 4 25 21 27 21 25 14 20 26 8 3 15 13 9 0 25 0 17 15 13 25 18 17 23 12 11 1 12 27 26 20 26 4 24 13 5 12 6 3 0 23 16 25 20 25 16 27 25 
2014-11-08 Sat 18:26:42, DSJC250.5.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442398, 4.081, 766824, 0, 0, (28)12 7 15 7 0 4 19 3 27 1 7 12 13 16 24 26 2 6 26 24 25 20 9 11 12 16 16 5 26 8 11 17 1 5 24 9 2 9 18 14 15 25 14 13 24 12 13 10 0 10 4 26 23 21 13 4 1 19 5 8 12 24 22 6 12 9 10 18 5 26 1 5 22 24 11 17 20 20 19 23 10 21 17 13 5 14 11 24 26 0 12 14 18 20 9 2 23 10 21 23 18 0 16 17 23 0 25 14 10 24 21 8 23 21 19 4 9 0 3 9 21 2 24 15 3 26 25 23 25 18 27 20 11 7 16 26 16 1 15 13 5 2 18 22 1 1 19 3 2 18 27 3 2 8 24 7 2 3 4 17 4 3 12 27 21 23 27 26 9 16 6 6 25 6 1 11 24 10 15 9 17 4 16 25 27 2 20 14 7 20 22 15 8 13 27 21 3 22 1 16 5 8 6 14 13 25 6 4 22 23 18 16 18 10 4 19 8 6 3 17 10 7 0 27 5 6 4 15 19 7 25 18 23 15 14 2 15 0 22 25 11 8 27 22 12 23 8 6 15 19 
2014-11-08 Sat 18:27:30, DSJC250.5.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442402, 47.572, 9084418, 0, 0, (28)12 22 20 27 4 21 21 13 13 8 6 12 16 15 15 16 5 26 13 25 9 20 1 19 12 8 12 17 25 10 19 21 24 3 16 12 5 20 5 13 2 9 19 11 3 12 11 18 25 23 26 25 7 15 3 26 10 6 17 17 16 25 2 23 18 22 4 3 21 24 8 22 14 22 16 24 12 22 21 7 18 15 15 18 0 15 6 10 16 17 14 14 0 4 10 5 7 27 2 7 5 8 8 20 7 2 10 3 26 17 19 1 7 24 4 0 12 25 1 0 27 27 22 16 13 5 4 7 26 1 21 22 17 11 9 27 3 17 20 21 25 7 3 2 8 1 16 9 15 6 16 13 12 12 0 11 27 13 22 24 6 25 9 14 6 7 6 3 20 8 24 23 26 24 1 25 15 20 14 17 14 27 0 27 6 0 3 0 19 4 2 19 10 2 6 15 18 2 10 8 4 10 4 23 11 0 1 17 13 7 5 8 19 18 1 21 10 23 18 15 17 20 23 16 9 0 27 11 26 24 9 5 7 5 4 0 9 23 26 22 6 11 8 2 14 7 10 2 11 21 
2014-11-08 Sat 18:28:36, DSJC250.5.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442450, 66.225, 12413645, 0, 0, (28)12 16 8 16 17 13 10 5 23 14 16 23 7 20 24 6 9 12 17 17 27 26 26 20 20 14 20 11 17 18 26 10 5 3 24 6 9 20 7 7 8 27 2 26 24 12 15 15 5 25 13 11 19 18 26 13 18 12 11 11 3 24 15 15 25 20 1 3 23 2 14 20 6 24 22 21 21 3 0 19 23 17 21 6 15 17 18 7 10 5 25 8 2 12 21 9 19 25 3 19 22 14 14 12 19 8 27 2 23 24 23 9 19 5 16 13 20 0 22 2 17 11 24 3 0 9 27 19 27 7 18 22 18 0 1 25 3 11 3 21 17 19 1 8 14 11 1 4 9 18 7 0 12 9 24 16 1 10 13 21 4 17 25 25 12 19 23 2 3 14 21 22 27 25 20 10 24 10 1 4 25 13 23 27 6 15 3 2 16 26 16 8 26 4 18 4 10 0 11 14 5 22 21 15 26 27 13 13 6 19 9 14 24 15 13 21 10 5 10 6 4 1 5 6 2 4 8 23 6 16 27 9 19 9 2 2 1 5 12 27 26 15 14 8 25 19 9 22 0 16 
2014-11-08 Sat 18:28:37, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442516, 1.003, 150476, 0, 0, (72)38 71 65 58 9 38 64 16 49 22 68 32 30 21 22 31 48 67 30 13 15 8 55 26 1 56 2 12 39 53 61 17 20 14 59 23 40 25 38 71 50 67 29 59 48 29 8 56 37 48 58 60 28 41 53 14 18 4 0 36 28 63 42 33 39 35 45 70 20 9 66 54 44 62 71 30 63 2 56 70 47 36 5 51 70 29 66 32 1 23 2 16 44 0 46 52 37 21 31 64 45 16 68 67 56 19 50 46 31 54 42 33 59 33 51 47 43 65 54 20 58 35 7 55 45 20 40 7 49 34 21 52 69 47 34 24 60 34 53 39 17 5 22 51 24 62 50 71 15 6 57 34 46 51 1 3 0 57 41 19 6 30 32 62 18 7 12 55 17 39 3 40 4 2 67 15 35 0 32 52 42 57 69 19 44 57 5 5 58 61 27 54 66 12 64 47 61 45 69 66 49 68 63 26 27 3 55 26 4 3 37 25 36 11 18 9 41 12 14 43 42 33 23 37 43 19 8 68 11 10 38 27 48 59 13 14 25 65 10 28 13 11 24 43 23 6 58 65 10 27 
2014-11-08 Sat 18:28:40, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442517, 2.251, 332513, 0, 0, (72)17 44 16 25 36 17 61 23 46 62 28 40 5 13 62 14 47 18 5 50 22 41 70 12 66 24 2 8 33 41 59 56 30 39 11 63 60 54 17 44 6 18 47 11 9 62 64 3 4 47 25 60 48 46 19 39 51 36 13 20 48 65 67 34 33 71 42 69 30 1 21 31 66 37 44 5 23 2 9 69 58 38 15 16 69 10 46 40 45 63 2 9 66 59 61 55 34 13 53 52 42 68 28 18 53 26 6 8 61 31 67 34 11 21 7 58 65 53 31 30 25 71 26 70 42 30 50 32 35 62 32 55 38 58 21 23 43 56 0 33 56 43 68 16 14 20 6 44 22 10 0 8 35 16 35 49 47 36 64 29 10 5 40 60 54 45 27 70 51 33 49 20 51 2 18 64 41 59 40 3 67 14 15 32 29 29 15 68 25 19 57 31 4 0 71 58 7 42 24 3 8 28 65 12 57 49 70 12 45 49 27 7 38 37 24 36 3 43 39 14 67 34 63 4 26 15 1 28 54 19 17 57 46 11 27 52 22 27 52 48 50 37 68 61 63 53 25 55 1 57 
2014-11-08 Sat 18:28:41, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442520, 1.256, 161960, 0, 0, (72)15 39 51 31 59 15 12 23 16 57 25 53 58 70 57 68 45 10 11 32 60 37 30 19 47 61 55 1 22 37 24 42 14 50 52 44 46 69 15 39 38 10 45 24 5 57 3 71 23 45 31 46 27 16 2 50 26 59 62 65 27 40 49 33 22 41 36 58 8 56 67 48 63 17 39 17 14 55 6 58 34 65 14 18 66 20 16 53 7 44 55 8 63 17 12 64 33 70 43 61 36 0 25 10 43 52 5 1 12 48 49 33 52 67 18 34 40 43 48 21 31 47 13 30 36 8 32 28 29 57 70 64 47 34 66 2 7 42 60 22 42 54 0 18 68 11 6 39 28 20 60 1 29 18 29 35 45 59 3 19 20 17 53 46 6 13 4 30 26 22 5 21 26 55 10 3 37 19 53 71 49 68 41 51 63 62 13 0 31 54 9 48 67 35 14 34 66 36 62 71 1 25 40 23 9 35 30 54 8 35 4 69 65 38 21 59 71 11 50 68 49 33 44 41 24 51 56 25 69 2 15 9 16 52 4 50 24 4 28 27 32 38 0 12 44 43 31 64 56 9 
2014-11-08 Sat 18:28:42, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442521, 0.672, 75453, 0, 0, (72)39 26 40 21 38 39 40 5 34 59 25 50 35 41 59 61 69 66 56 7 51 20 55 71 4 29 10 65 32 37 64 5 42 60 44 13 2 49 39 26 28 66 69 44 18 59 68 11 61 15 21 2 3 34 37 60 29 19 41 0 3 43 70 45 32 54 31 12 42 38 15 22 30 52 26 61 43 10 33 12 19 0 17 48 12 16 34 50 4 13 10 62 30 64 27 29 45 70 47 17 31 53 25 66 47 57 18 65 35 22 9 45 44 23 48 24 1 47 22 46 21 20 58 55 31 42 7 6 52 59 70 62 20 19 41 14 28 24 37 32 24 28 53 48 14 56 33 26 6 16 63 65 52 48 4 36 69 63 51 57 16 14 50 2 33 58 8 55 27 32 18 5 27 10 66 51 23 64 50 11 9 63 54 57 30 63 58 53 21 35 67 22 46 36 17 62 19 31 15 11 65 25 43 71 67 36 55 71 42 36 8 49 0 23 29 38 11 56 60 1 9 45 13 54 1 57 68 25 23 9 39 67 34 44 8 60 49 8 6 3 7 46 53 1 13 47 21 40 68 67 
2014-11-08 Sat 18:28:42, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442522, 0.688, 77929, 0, 0, (72)64 19 61 34 15 64 10 50 24 29 13 7 20 51 29 26 12 37 20 47 32 18 23 43 42 68 31 45 1 46 49 22 65 62 70 52 48 39 3 19 30 37 38 70 12 29 18 50 26 12 34 48 11 32 46 62 68 15 67 55 11 16 60 33 1 17 57 59 44 3 27 53 38 16 19 20 65 41 26 59 58 55 65 0 59 36 27 7 42 52 8 44 42 67 28 68 33 61 4 8 57 50 13 37 4 40 30 45 10 53 60 33 70 35 0 58 5 4 53 6 34 41 56 23 57 44 47 66 24 29 61 41 31 58 51 25 2 22 46 1 22 56 14 0 25 9 30 19 66 36 69 45 24 0 63 71 67 15 32 40 36 20 7 16 18 9 21 23 28 1 71 14 28 8 37 9 35 67 7 27 60 69 17 40 14 69 56 51 34 49 54 53 6 63 65 58 49 57 31 27 45 13 2 43 54 71 23 43 44 71 21 39 55 35 68 15 48 63 62 5 60 33 52 17 5 40 3 13 35 38 64 54 12 70 21 62 39 21 66 11 47 6 25 5 52 4 34 10 3 54 
2014-11-08 Sat 18:28:43, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442522, 0.724, 77929, 0, 0, (72)64 19 61 34 15 64 10 50 24 29 13 7 20 51 29 26 12 37 20 47 32 18 23 43 42 68 31 45 1 46 49 22 65 62 70 52 48 39 3 19 30 37 38 70 12 29 18 50 26 12 34 48 11 32 46 62 68 15 67 55 11 16 60 33 1 17 57 59 44 3 27 53 38 16 19 20 65 41 26 59 58 55 65 0 59 36 27 7 42 52 8 44 42 67 28 68 33 61 4 8 57 50 13 37 4 40 30 45 10 53 60 33 70 35 0 58 5 4 53 6 34 41 56 23 57 44 47 66 24 29 61 41 31 58 51 25 2 22 46 1 22 56 14 0 25 9 30 19 66 36 69 45 24 0 63 71 67 15 32 40 36 20 7 16 18 9 21 23 28 1 71 14 28 8 37 9 35 67 7 27 60 69 17 40 14 69 56 51 34 49 54 53 6 63 65 58 49 57 31 27 45 13 2 43 54 71 23 43 44 71 21 39 55 35 68 15 48 63 62 5 60 33 52 17 5 40 3 13 35 38 64 54 12 70 21 62 39 21 66 11 47 6 25 5 52 4 34 10 3 54 
2014-11-08 Sat 18:28:45, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442523, 2.166, 360401, 0, 0, (72)71 41 28 26 70 71 42 12 65 67 27 11 13 6 67 60 16 18 13 2 65 35 10 32 56 39 30 40 24 29 49 3 38 8 33 45 55 21 71 41 59 18 1 49 16 67 35 39 22 16 26 55 36 50 29 8 48 70 44 51 36 54 23 38 24 6 63 38 19 5 15 37 1 0 41 13 12 62 39 25 64 14 43 47 46 9 15 11 53 45 69 19 56 44 42 47 22 28 4 69 63 31 27 18 4 33 59 40 42 37 23 51 33 68 25 64 54 4 37 7 26 30 51 10 63 19 2 17 0 67 57 57 14 64 46 12 34 3 29 24 3 34 31 25 60 66 59 41 17 9 65 40 62 62 53 61 44 70 50 52 9 13 11 55 35 66 20 10 48 24 61 7 48 62 18 66 68 44 11 15 23 60 43 6 52 52 43 31 26 47 58 37 53 30 69 64 46 63 56 15 40 27 54 32 58 61 10 32 19 61 22 21 14 68 7 70 50 34 8 60 23 57 45 22 49 43 5 27 68 1 71 58 16 33 20 8 49 20 17 36 2 0 31 42 45 4 26 28 5 58 
2014-11-08 Sat 18:28:46, DSJC250.9.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442525, 0.657, 67752, 0, 0, (72)55 18 56 40 70 55 56 29 43 66 14 5 23 19 66 17 45 30 42 51 34 68 33 12 26 54 44 71 69 9 35 29 25 65 31 24 4 17 55 18 27 30 10 35 45 66 33 47 64 45 40 4 11 49 9 31 57 3 60 65 11 53 2 52 69 42 7 23 58 62 67 63 50 70 18 70 25 36 53 27 3 65 25 39 61 28 56 32 26 24 59 58 50 60 1 54 52 0 46 59 7 47 14 30 46 16 61 1 10 63 2 52 15 37 39 61 8 46 63 38 40 68 21 67 7 58 51 21 6 48 64 64 8 3 48 68 28 48 9 69 49 54 47 39 33 31 36 18 34 15 13 48 1 39 36 41 60 13 5 16 15 70 44 4 22 21 71 6 57 69 41 29 57 59 30 34 37 60 32 19 2 13 42 16 50 13 53 19 40 10 20 63 38 71 25 5 3 7 17 67 27 14 8 12 20 41 44 12 58 41 43 26 67 37 54 22 49 71 0 44 2 52 24 6 35 16 62 14 37 5 55 20 45 47 43 23 35 28 32 11 51 38 33 56 24 46 40 0 62 20 
2014-11-08 Sat 18:28:55, DSJC500.1.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442526, 8.987, 2218120, 0, 0, (12)10 10 4 9 5 5 6 1 11 2 10 6 6 3 4 8 1 1 11 4 4 10 11 0 0 8 6 11 3 1 8 1 0 9 1 0 7 2 9 11 3 1 2 11 11 0 6 0 11 10 3 4 8 5 1 3 9 6 9 1 11 3 1 9 11 10 3 5 8 8 8 11 6 6 0 3 0 8 2 8 7 1 2 10 5 4 1 2 7 10 3 10 5 1 4 2 1 4 10 9 11 3 4 6 11 3 11 9 7 2 10 9 9 11 7 10 5 9 1 2 0 1 11 2 3 5 8 7 6 0 4 7 1 11 5 3 3 2 11 9 8 1 7 8 1 4 3 0 7 7 10 10 10 6 3 0 8 3 2 6 10 3 11 2 1 4 10 0 7 5 6 5 2 6 9 1 6 7 11 8 6 5 8 10 6 10 3 2 8 9 7 9 7 4 8 0 4 4 6 9 1 8 9 10 7 1 0 2 8 7 3 8 6 9 5 6 0 4 7 5 6 8 6 11 6 4 3 7 3 11 7 4 2 11 7 7 3 6 9 2 2 1 9 4 1 11 5 2 6 2 3 8 9 7 11 7 2 3 4 6 11 9 7 10 9 7 5 3 7 0 11 7 5 3 11 11 6 11 6 9 11 1 4 1 3 6 10 11 5 3 2 3 1 6 1 5 6 1 6 6 11 8 4 9 4 5 9 0 10 2 10 4 2 10 5 11 6 2 11 8 10 7 0 8 10 6 0 3 0 10 0 2 1 11 11 10 10 8 5 8 6 4 0 1 11 5 8 9 2 4 0 11 7 9 5 2 3 2 1 1 7 3 3 1 3 9 4 2 9 1 7 1 9 5 8 0 6 2 9 7 2 10 2 6 9 9 9 0 10 5 6 4 4 9 8 0 3 5 6 4 2 9 11 4 2 8 4 4 1 6 4 5 5 6 8 9 7 4 3 5 5 10 0 5 1 7 5 5 2 8 9 1 7 8 6 8 4 8 2 9 10 10 3 8 9 0 0 9 6 8 8 3 4 0 1 3 11 0 3 3 8 2 8 7 11 4 6 5 2 1 2 11 3 4 0 5 9 1 3 1 11 9 10 9 10 3 8 7 6 5 1 10 1 7 7 3 8 0 3 9 
2014-11-08 Sat 18:29:09, DSJC500.1.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442535, 14.082, 3627852, 0, 0, (12)1 8 8 3 4 7 0 6 4 9 10 4 2 8 0 9 10 9 10 3 8 8 0 0 11 0 0 11 4 0 6 10 8 3 4 7 10 6 3 7 2 5 3 10 8 0 6 1 0 5 8 7 4 3 10 7 2 11 3 9 2 11 10 9 0 1 1 7 5 9 9 7 2 5 0 8 8 6 9 4 10 10 5 5 8 0 11 4 5 8 3 1 4 10 9 10 2 8 1 11 5 0 0 10 8 8 9 2 6 1 1 7 8 5 11 1 6 2 2 3 0 7 8 6 0 5 9 8 0 4 0 8 5 7 1 7 7 11 11 8 7 2 11 6 3 8 1 11 11 0 4 8 5 8 6 3 9 0 3 1 1 3 2 10 10 6 2 4 9 6 3 6 8 6 11 2 1 7 2 2 6 6 9 9 1 8 1 11 8 11 2 1 11 7 9 0 3 6 2 7 5 7 2 11 5 7 0 3 9 5 6 0 7 3 6 7 2 10 3 6 6 9 11 1 2 10 9 0 9 3 1 0 6 2 10 9 5 3 10 11 11 0 3 0 4 7 7 0 1 4 8 8 7 5 5 5 3 4 11 8 11 7 7 4 3 2 9 6 10 0 9 1 8 2 3 7 4 7 5 2 4 10 4 2 1 6 8 11 6 5 11 6 10 3 10 6 9 8 8 1 8 11 1 9 0 2 6 4 4 1 5 10 11 11 5 10 9 7 2 9 0 5 2 2 9 5 1 6 9 1 3 1 10 0 9 9 4 7 8 2 4 1 3 11 2 8 0 8 4 3 4 5 0 2 1 3 0 2 3 10 11 3 1 4 0 3 10 1 2 10 8 10 3 0 8 7 6 6 7 5 7 10 1 7 3 3 3 7 4 5 2 6 2 6 8 5 5 6 4 8 1 3 5 6 9 9 1 2 11 4 8 6 7 2 6 10 5 7 1 4 4 4 0 0 10 11 2 10 1 11 2 10 1 9 7 4 6 4 4 9 0 4 6 0 3 2 5 3 1 11 9 6 0 0 1 7 4 0 1 2 9 5 7 1 11 10 3 4 8 11 6 8 6 11 4 0 7 7 11 10 2 3 10 10 1 8 4 7 10 10 10 2 10 3 7 8 9 9 3 11 
2014-11-08 Sat 18:30:07, DSJC500.1.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442549, 57.369, 14914371, 0, 0, (12)6 0 5 2 1 1 4 8 1 3 1 11 11 7 8 11 5 9 6 8 9 1 4 6 6 7 4 8 3 9 11 5 6 6 6 3 4 10 1 3 11 11 11 5 5 4 3 8 5 8 0 9 2 7 3 0 1 11 2 1 11 0 5 2 11 10 0 9 9 11 11 7 10 4 1 7 4 11 6 9 7 5 8 2 4 9 9 6 4 1 2 6 6 5 10 5 4 4 8 0 8 7 10 8 4 0 7 9 7 11 9 11 6 3 1 6 3 2 1 6 9 5 1 9 0 8 6 7 4 8 3 7 3 0 8 0 0 7 3 2 1 7 8 11 2 9 3 8 0 7 2 9 2 8 7 10 4 10 11 8 5 0 4 5 5 2 11 10 1 3 4 9 6 3 8 2 3 7 3 8 8 3 6 2 8 6 5 10 5 10 2 1 5 4 8 4 1 3 11 11 10 8 2 6 7 4 11 8 6 5 0 9 0 7 3 4 11 9 1 7 10 4 7 3 11 5 0 7 10 10 4 9 1 5 10 1 11 1 6 10 5 9 6 4 1 10 7 11 5 3 0 8 1 8 2 8 0 0 11 8 7 1 7 9 11 11 4 7 3 10 8 7 11 2 3 11 11 0 8 7 1 9 8 2 0 6 2 10 5 6 3 7 3 10 5 3 6 3 2 0 8 7 10 1 11 7 2 11 1 1 9 2 2 1 5 4 7 6 8 1 8 7 4 7 2 9 6 10 6 8 11 7 6 0 1 1 6 9 1 11 11 9 10 6 4 1 10 9 1 0 10 4 4 9 9 2 11 2 5 4 0 0 4 3 0 4 5 4 6 4 6 8 1 1 5 0 10 0 6 6 1 3 10 2 6 1 7 7 11 8 11 9 9 0 3 8 1 7 11 3 5 6 6 9 0 2 1 11 3 5 4 3 1 6 2 2 2 10 3 1 3 10 0 5 9 4 11 3 7 5 2 7 10 5 7 5 3 3 3 2 9 6 11 4 3 6 10 2 5 6 2 0 9 6 1 0 9 11 0 0 10 5 9 7 10 6 7 0 6 8 3 4 0 2 6 10 11 9 0 9 7 2 6 11 8 2 10 7 7 3 5 0 5 7 4 3 11 2 0 2 
2014-11-08 Sat 18:30:37, DSJC500.1.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442607, 29.757, 7855159, 0, 0, (12)10 4 9 10 1 11 5 1 0 2 7 10 5 10 9 9 7 4 7 1 11 11 2 8 3 1 4 8 5 8 11 3 10 6 2 2 3 7 6 7 9 11 10 1 9 6 5 2 3 10 1 9 6 1 4 0 3 3 6 10 5 3 0 11 6 5 10 0 1 4 11 2 11 1 7 5 8 11 8 11 7 1 11 9 5 6 1 11 11 10 0 4 4 7 9 10 4 11 11 10 2 2 9 7 5 3 4 6 5 9 8 3 4 1 4 4 8 6 0 11 8 10 3 5 8 8 10 5 5 9 7 5 1 1 9 5 4 2 8 4 3 7 0 5 4 9 4 4 3 0 3 10 11 5 0 3 6 8 10 5 10 5 3 3 3 11 0 8 5 5 11 7 9 10 2 6 10 5 0 6 0 3 4 0 6 11 10 10 5 7 6 10 3 11 4 7 11 2 6 9 2 4 0 3 5 3 9 1 4 4 1 1 5 9 8 0 4 11 5 1 0 9 7 10 10 11 3 5 4 8 5 1 0 8 7 8 8 0 11 9 3 8 2 11 1 2 5 2 10 7 9 1 7 2 3 2 10 4 7 0 0 7 1 6 6 6 1 7 5 11 2 9 5 0 3 9 4 11 5 11 10 6 3 6 8 2 4 8 2 2 1 5 7 10 10 1 9 5 0 4 9 11 11 11 11 10 0 1 6 9 7 7 3 3 1 0 10 2 11 4 9 5 0 6 9 8 2 8 3 10 3 2 11 5 1 8 10 5 1 11 11 0 2 3 3 2 9 0 5 0 2 4 6 3 8 6 8 3 2 8 6 4 10 5 0 6 4 10 3 3 0 3 10 8 10 5 1 1 11 6 9 4 2 9 8 5 3 4 6 1 9 3 2 11 3 2 6 7 8 1 10 9 4 11 1 6 10 11 7 10 9 11 1 2 11 6 1 9 1 2 2 4 0 7 7 5 11 5 2 4 4 9 8 1 4 4 0 2 0 6 8 2 3 4 3 6 2 0 10 10 4 8 6 10 10 0 10 4 10 0 4 9 9 4 9 3 0 1 1 10 2 9 0 8 2 8 11 5 0 6 11 6 7 0 2 4 4 6 7 8 7 11 7 0 0 1 5 6 0 3 
2014-11-08 Sat 18:33:41, DSJC500.1.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442637, 184.476, 48275204, 0, 0, (12)0 2 6 7 6 7 10 2 3 7 1 0 9 0 9 2 2 7 1 4 4 4 8 7 7 10 10 3 9 10 5 2 3 8 11 5 2 11 1 10 5 4 9 9 6 7 6 11 10 2 3 11 5 6 2 8 10 10 6 1 5 2 9 5 7 10 6 10 0 5 4 0 5 2 4 9 7 5 7 8 3 10 4 9 7 3 2 11 6 3 11 0 2 9 9 3 10 4 2 1 5 9 3 1 6 9 9 2 3 9 0 8 1 9 6 7 7 1 1 11 6 0 8 11 7 2 2 4 4 10 5 5 2 11 0 8 10 0 10 6 9 4 6 5 5 8 0 3 6 6 10 8 4 4 5 4 10 10 11 9 3 5 1 3 1 8 5 7 3 5 4 1 11 11 8 3 0 11 0 5 3 0 8 1 2 9 9 11 4 3 5 5 10 4 6 1 4 11 7 5 4 2 5 0 6 11 3 8 7 9 0 10 4 4 1 9 2 1 3 0 1 10 3 8 5 2 10 5 6 2 7 4 11 10 1 1 9 1 4 11 1 4 6 4 7 11 9 11 6 1 7 0 1 3 3 11 6 0 6 5 6 8 8 4 5 5 3 8 1 4 2 7 2 5 10 1 6 8 9 7 0 0 10 7 8 6 0 7 2 9 9 10 8 8 2 10 5 9 9 8 11 4 7 3 9 7 3 5 1 8 1 3 4 0 10 8 0 11 10 4 4 9 7 5 3 4 9 11 6 0 5 11 4 8 2 7 0 8 2 4 7 2 11 4 10 3 3 6 4 11 2 7 6 10 0 11 3 10 2 1 8 11 0 9 4 4 1 3 0 3 6 3 0 0 10 3 6 6 11 6 11 1 11 8 11 5 7 11 5 2 5 3 11 8 10 7 2 0 2 6 2 5 10 4 9 8 7 9 1 3 8 4 10 11 5 1 6 8 9 1 1 2 3 9 1 9 7 7 11 1 5 9 7 7 9 10 3 11 11 3 8 9 10 7 2 5 0 1 2 3 9 10 8 7 8 7 3 7 0 9 7 6 8 7 5 10 9 6 10 8 11 9 6 9 11 6 4 8 11 8 4 5 1 1 10 6 3 0 11 3 2 4 1 11 1 9 4 2 6 1 
2014-11-08 Sat 18:34:40, DSJC500.1.col, HEA(PS=1|GC=1|IC=80000000|TB=0), 1415442821, 58.715, 15317624, 0, 0, (12)11 4 11 3 4 7 3 0 1 6 4 5 1 5 11 3 6 0 11 10 9 5 5 8 5 9 4 10 1 6 5 8 2 7 11 8 4 0 3 7 7 6 11 2 4 3 0 6 2 10 3 8 4 9 11 11 11 10 5 3 3 0 3 0 8 9 10 3 6 7 6 10 10 10 9 9 4 1 5 6 9 10 4 11 9 7 2 2 6 11 11 7 10 0 2 5 4 6 11 2 5 5 9 4 8 1 10 8 0 1 2 10 8 2 7 8 0 3 3 5 2 5 11 9 2 5 10 9 9 11 1 1 0 0 6 9 7 1 9 11 1 9 5 3 0 2 6 10 2 1 10 10 9 8 1 4 3 10 7 5 4 5 11 5 3 11 3 8 3 9 2 8 11 0 6 11 2 1 7 6 0 9 2 2 6 8 8 4 2 0 11 4 7 7 9 2 6 11 3 10 5 7 3 5 3 7 8 11 8 10 0 7 9 5 1 2 6 6 7 1 2 9 0 6 3 4 8 8 0 7 1 8 1 2 3 2 6 8 5 5 3 0 0 6 3 0 9 5 10 9 8 1 7 4 4 10 11 10 0 1 3 10 7 5 0 1 0 10 8 4 10 8 8 3 2 0 9 0 6 6 4 9 4 3 10 5 4 4 10 0 2 6 6 0 11 9 6 4 5 10 11 1 2 5 6 4 0 8 3 7 6 9 5 0 11 1 6 7 3 6 1 6 1 3 11 9 10 0 7 0 5 2 10 9 2 4 4 9 11 3 4 6 7 1 11 9 2 8 5 7 0 4 8 3 4 2 10 5 8 2 9 7 8 6 1 2 3 11 1 3 1 1 1 4 9 9 1 0 7 3 5 4 11 7 8 1 8 9 3 3 10 6 5 11 1 5 11 3 10 11 11 5 7 2 6 3 5 1 3 10 8 6 4 7 5 10 11 6 11 4 8 8 7 2 0 7 6 8 5 0 7 1 7 9 9 5 2 7 4 7 9 4 6 7 3 3 0 3 0 7 8 0 2 8 10 3 11 8 0 1 5 9 8 5 1 2 3 4 11 4 6 8 10 10 7 3 10 8 2 3 3 3 7 3 2 1 10 3 11 10 2 2 2 7 3 1 9 8 2 11 
